AblationType,Gamma,Lambda,Image Cfact logit,Image Fact Logit,Text Cfact Logit,Text Fact Logit,Image Cfact>Fact,Text Cfact>Fact,Image Valid Examples,Text Valid Examples,Image Pos Higher,Text Pos Higher,indexes_cfact_gt_fact_text,k_heads
last-row-paired,-3.0,3.0,2.445688247680664,5.10678106546402,3.270411655306816,54.9451105594635,14.285714285714285,5.223880597014925,91,402,85.52546296296296,16.33564814814815,"[4, 37, 69, 118, 126, 159, 165, 170, 181, 188, 200, 212, 257, 263, 288, 289, 310, 332, 375, 416]",40
last-row-paired,-2.5,2.5,3.8408451080322266,6.456330299377441,3.3501642048358917,59.923295974731445,13.333333333333334,4.679802955665025,120,406,80.14120370370371,14.828703703703704,"[4, 37, 118, 126, 131, 159, 170, 181, 188, 200, 212, 257, 262, 263, 288, 289, 332, 375, 416]",40
last-row-paired,-2.0,2.0,5.161496222019196,10.347828686237335,3.3387688398361206,65.71818733215332,14.56953642384106,4.176904176904177,151,407,73.71527777777777,13.377314814814815,"[37, 118, 126, 131, 159, 170, 181, 188, 200, 257, 262, 263, 288, 332, 375, 405, 416]",40
last-row-paired,-1.0,1.0,55.24628746509552,22.795777067542076,3.157130353152752,79.56150770187378,63.802083333333336,1.707317073170732,384,410,22.488425925925927,11.395833333333334,"[118, 200, 262, 288, 375, 405, 416]",40
last-row-paired,-0.5,0.5,127.61405577562982,21.277470399974845,3.019149012863636,87.36780309677124,80.7785888077859,1.6908212560386473,411,414,11.275462962962964,10.520833333333334,"[118, 262, 288, 375, 405, 416]",40
last-row-paired,0.0,-0.0,133.7392504101299,19.61443948862143,2.9054782167077065,95.53512287139893,81.77458033573141,0.0,417,416,10.886574074074074,9.988425925925926,[],40
last-row-paired,0.5,-0.5,134.12504893897858,18.48594927927479,2.8398949149996042,103.58949637413025,83.17307692307693,0.7194244604316548,416,417,11.136574074074074,10.229166666666666,"[1, 129, 319]",40
last-row-paired,1.0,-1.0,136.9335019868231,17.0871198780369,2.6264145523309708,105.18952369317412,84.7457627118644,1.2077294685990339,413,414,11.358796296296296,11.75,"[4, 40, 76, 129, 319]",40
last-row-paired,1.5,-1.5,143.66737443348393,15.062068676779745,3.46853550855667,60.819397040053445,83.94160583941606,4.325699745547073,411,393,11.19212962962963,19.44212962962963,"[4, 40, 67, 76, 100, 129, 150, 176, 178, 192, 244, 264, 304, 336, 362, 413, 422]",40
last-row-paired,2.0,-2.0,158.42559525809554,13.105753560119865,3.68432170110294,37.5193433380378,84.46601941747572,5.982905982905983,412,351,11.108796296296296,30.76388888888889,"[40, 52, 67, 76, 100, 128, 150, 169, 176, 178, 192, 244, 264, 304, 336, 354, 362, 399, 413, 422]",40
last-row-paired,2.5,-2.5,160.44710388929576,12.468588784019069,3.4482966454054975,34.59501264555846,84.02948402948402,7.763975155279502,407,322,11.969907407407407,38.44444444444444,"[27, 62, 67, 76, 100, 127, 128, 141, 150, 163, 176, 178, 191, 192, 244, 304, 336, 362, 386, 387, 395, 399, 413, 422]",40
last-row-paired,3.0,-3.0,158.07686925963526,11.035713077379121,2.852209904736199,35.19409790271398,84.863523573201,8.362369337979095,403,287,13.349537037037036,46.104166666666664,"[6, 62, 67, 73, 76, 100, 127, 128, 141, 150, 163, 176, 178, 191, 200, 244, 304, 322, 362, 386, 387, 395, 399, 422]",40
