pct_on_object,concentration_ratio,avg_ratio,pct_area,num_object_patches,num_total_patches,image,grad_pct_on_object,grad_concentration_ratio,grad_avg_ratio,grad_pct_area,grad_num_object_patches,grad_num_total_patches
36.737892150878906,1.7293978929519653,2.152949571609497,21.2431697845459,622.0,2928,fruit,36.47319793701172,1.7169376611709595,2.128558874130249,21.2431697845459,622.0,2928
42.1462516784668,1.065666913986206,1.11349356174469,39.54917907714844,1158.0,2928,liberty,34.685977935791016,0.877034068107605,0.811731219291687,39.54917907714844,1158.0,2928
13.2090482711792,0.6158613562583923,0.5573915839195251,21.448087692260742,628.0,2928,lennon,11.135231018066406,0.5191712975502014,0.4589208960533142,21.448087692260742,628.0,2928
16.273151397705078,2.044969320297241,2.2480340003967285,7.957650184631348,233.0,2928,mask,23.403133392333984,2.94096040725708,3.53399395942688,7.957650184631348,233.0,2928
8.124786376953125,5.532413005828857,5.933133125305176,1.4685791730880737,43.0,2928,macbook,19.949323654174805,13.584097862243652,16.720165252685547,1.4685791730880737,43.0,2928
30.36762809753418,1.0058417320251465,1.0083765983581543,30.19125747680664,884.0,2928,fire,44.80217742919922,1.483945369720459,1.8767468929290771,30.19125747680664,884.0,2928
13.069290161132812,2.0354723930358887,2.1911137104034424,6.420764923095703,188.0,2928,liberty2,16.23165512084961,2.52799391746521,2.824070453643799,6.420764923095703,188.0,2928
39.75628662109375,0.7067784070968628,0.5132701396942139,56.25,1647.0,2928,sand,52.72920227050781,0.9374080300331116,0.8675884008407593,56.25,1647.0,2928
82.83011627197266,0.9858803749084473,0.9177542328834534,84.01639556884766,2460.0,2928,penguin,83.69091033935547,0.9961259365081787,0.9762458801269531,84.01639556884766,2460.0,2928
34.483123779296875,1.1168869733810425,1.1783899068832397,30.874317169189453,904.0,2928,child_newspaper,45.80885696411133,1.4837205410003662,1.8926188945770264,30.874317169189453,904.0,2928
29.517379760742188,1.1663546562194824,1.236006259918213,25.3073787689209,741.0,2928,zebra,46.03075408935547,1.8188669681549072,2.5172841548919678,25.3073787689209,741.0,2928
36.6402473449707,1.0601441860198975,1.0949153900146484,34.56156921386719,741.0,2144,iena,41.79372024536133,1.2092541456222534,1.3595045804977417,34.56156921386719,741.0,2144
22.74750518798828,1.0406984090805054,1.0526697635650635,21.85792350769043,640.0,2928,boat,36.814781188964844,1.6842762231826782,2.0829684734344482,21.85792350769043,640.0,2928
60.440677642822266,1.1039944887161255,1.2628644704818726,54.74726486206055,1603.0,2928,lighthouse,61.61199951171875,1.125389575958252,1.3266370296478271,54.74726486206055,1603.0,2928
78.84811401367188,1.012131929397583,1.0573421716690063,77.90299987792969,2281.0,2928,childfire,81.7764892578125,1.0497219562530518,1.2728443145751953,77.90299987792969,2281.0,2928
52.66139602661133,0.8793305158615112,0.7450852990150452,59.888057708740234,1284.0,2144,train,56.5971565246582,0.9450491070747375,0.873393177986145,59.888057708740234,1284.0,2144
40.71385192871094,1.0276737213134766,1.046662449836731,39.617488861083984,1160.0,2928,hat,55.443851470947266,1.3994791507720947,1.8965752124786377,39.617488861083984,1160.0,2928
43.56339645385742,1.250525712966919,1.4438830614089966,34.83606719970703,1020.0,2928,pirate,51.316802978515625,1.4730939865112305,1.9717810153961182,34.83606719970703,1020.0,2928
2.0850913524627686,0.5550134181976318,0.5455296039581299,3.7568304538726807,110.0,2928,zuck,3.337327480316162,0.8883359432220459,0.8844804763793945,3.7568304538726807,110.0,2928
