AblationType,Gamma,Lambda,Image Cfact logit,Image Fact Logit,Text Cfact Logit,Text Fact Logit,Image Cfact>Fact,Text Cfact>Fact,Image Valid Examples,Text Valid Examples,Image Pos Higher,Text Pos Higher,indexes_cfact_gt_fact_text,k_heads
last-row-paired,-3.0,3.0,14.901939004659653,20.042679734528065,2.8669080436229706,67.81579715013504,30.038022813688215,3.1784841075794623,263,409,52.092592592592595,13.29861111111111,"[92, 118, 126, 212, 257, 288, 332, 375, 404, 405, 408, 416, 417]",10
last-row-paired,-2.5,2.5,22.124854385852814,21.489770606160164,2.8643653988838196,72.66634583473206,38.35616438356164,2.93398533007335,292,409,45.479166666666664,12.69675925925926,"[92, 118, 126, 257, 288, 375, 404, 405, 408, 416]",10
last-row-paired,-2.0,2.0,39.00079993903637,22.58418503566645,2.8477570861577988,77.72263467311859,56.896551724137936,2.4390243902439024,348,410,31.537037037037038,12.083333333333334,"[118, 126, 257, 288, 375, 404, 405, 408, 416]",10
last-row-paired,-1.0,1.0,118.33380000885518,22.11576206580503,2.91077296808362,87.18098258972168,78.239608801956,0.9685230024213075,409,413,12.69212962962963,10.86111111111111,"[404, 405, 416]",10
last-row-paired,-0.5,0.5,131.19599020955502,20.64484234826523,2.9082450345158577,91.6081428527832,81.59806295399515,0.9638554216867471,413,415,11.185185185185185,10.331018518518519,"[404, 405, 416]",10
last-row-paired,0.0,-0.0,133.7392504101299,19.61443948862143,2.9054782167077065,95.53512287139893,81.77458033573141,0.0,417,416,10.886574074074074,9.988425925925926,[],10
last-row-paired,0.5,-0.5,134.51222608337412,18.70152424555272,2.9246369898319244,98.67299342155457,82.6923076923077,0.2403846153846154,416,416,10.819444444444445,9.8125,[1],10
last-row-paired,1.0,-1.0,134.87089075529366,17.88219375978224,2.9614790081977844,101.21276295185089,82.65060240963855,0.4807692307692308,415,416,10.939814814814815,9.75462962962963,[1],10
last-row-paired,1.5,-1.5,135.12491958471946,17.36668238620041,3.014319598674774,102.06940108537674,83.09178743961353,0.7194244604316548,414,417,11.13425925925926,9.891203703703704,"[1, 150]",10
last-row-paired,2.0,-2.0,135.1682187828992,16.887741512036882,3.173072002828121,100.85786253213882,83.05084745762711,1.4354066985645932,413,418,11.395833333333334,10.104166666666666,"[1, 65, 150]",10
last-row-paired,2.5,-2.5,135.1100295211072,16.24386331473943,3.2731116265058517,99.1683841496706,83.25242718446601,1.674641148325359,412,418,11.604166666666666,10.57175925925926,"[1, 65, 76, 150, 200, 336]",10
last-row-paired,3.0,-3.0,135.29896635131445,15.676623880746774,3.2725910134613514,96.46389365196228,83.49514563106796,1.6826923076923077,412,416,11.724537037037036,11.310185185185185,"[1, 76, 150, 336]",10
