ExperimentDesc,% top pixel,threshold,LogitDiff,avg_num_pixel,Image Cfact logit,Image Fact Logit,Text Cfact Logit,Text Fact Logit,Image Cfact>Fact,Text Cfact>Fact,Image Valid Examples,Text Valid Examples,Image Pos Higher,Text Pos Higher,indexes_cfact_gt_fact_text
resid_ablation,N/A,0.2,-55.42387807369232,576.9174311926605,24.371368646621704,79.79524672031403,0.0,0.0,30.09478672985782,0.0,422,0,8.736238532110091,-1.0,
resid_ablation_control,N/A,0.2,84.78467696160078,576.9174311926605,122.83621501922607,38.051538057625294,0.0,0.0,76.0919540229885,0.0,435,0,2.979357798165138,-1.0,
resid_ablation_grad,N/A,0.2,13.745619416236877,576.9174311926605,72.85985195636749,59.114232540130615,0.0,0.0,56.51162790697675,0.0,430,0,5.091743119266055,-1.0,
resid_ablation,N/A,0.3,-54.0082722902298,865.894495412844,19.65369725227356,73.66196954250336,0.0,0.0,27.830188679245282,0.0,424,0,9.788990825688073,-1.0,
resid_ablation_control,N/A,0.3,84.05883741378784,865.894495412844,122.34805345535278,38.28921604156494,0.0,0.0,74.25287356321839,0.0,435,0,3.1490825688073394,-1.0,
resid_ablation_grad,N/A,0.3,7.382943630218506,865.894495412844,61.783421993255615,54.40047836303711,0.0,0.0,51.048951048951054,0.0,429,0,6.3119266055045875,-1.0,
resid_ablation,N/A,0.4,-47.106808722019196,1154.8302752293578,15.821276605129242,62.92808532714844,0.0,0.0,24.349881796690305,0.0,423,0,11.791284403669724,-1.0,
resid_ablation_control,N/A,0.4,88.28106817603111,1154.8302752293578,123.40600824356079,35.12494006752968,0.0,0.0,74.5958429561201,0.0,433,0,3.084862385321101,-1.0,
resid_ablation_grad,N/A,0.4,-1.6103625297546387,1154.8302752293578,50.311484813690186,51.921847343444824,0.0,0.0,46.478873239436616,0.0,426,0,7.6192660550458715,-1.0,
resid_ablation,N/A,0.5,-46.176010608673096,1443.8073394495414,12.014848232269287,58.19085884094238,0.0,0.0,25.061425061425062,0.0,407,0,15.543577981651376,-1.0,
resid_ablation_control,N/A,0.5,96.08003234863281,1443.8073394495414,127.81719064712524,31.73715829849243,0.0,0.0,75.98152424942263,0.0,433,0,2.9357798165137616,-1.0,
resid_ablation_grad,N/A,0.5,-9.89594316482544,1443.8073394495414,41.2190260887146,51.11496925354004,0.0,0.0,45.023696682464454,0.0,422,0,9.422018348623853,-1.0,
resid_ablation,N/A,0.6,-40.648932456970215,1731.788990825688,10.209029197692871,50.857961654663086,0.0,0.0,22.278481012658226,0.0,395,0,19.341743119266056,-1.0,
resid_ablation_control,N/A,0.6,88.84495234489441,1731.788990825688,119.29348564147949,30.448533296585083,0.0,0.0,73.78190255220419,0.0,431,0,4.009174311926605,-1.0,
resid_ablation_grad,N/A,0.6,-11.939614295959473,1731.788990825688,34.756836891174316,46.69645118713379,0.0,0.0,44.794188861985475,0.0,413,0,11.587155963302752,-1.0,
resid_ablation,N/A,0.7,-32.448448181152344,2020.7247706422017,7.543554306030273,39.99200248718262,0.0,0.0,22.888283378746593,0.0,367,0,27.18348623853211,-1.0,
resid_ablation_control,N/A,0.7,79.23217058181763,2020.7247706422017,109.1555848121643,29.92341423034668,0.0,0.0,72.26107226107226,0.0,429,0,4.951834862385321,-1.0,
resid_ablation_grad,N/A,0.7,-9.497136116027832,2020.7247706422017,29.196499824523926,38.69363594055176,0.0,0.0,42.610837438423644,0.0,406,0,16.442660550458715,-1.0,
resid_ablation,N/A,0.8,-18.638331413269043,2309.701834862385,4.378383636474609,23.016715049743652,0.0,0.0,23.824451410658305,0.0,319,0,40.61009174311926,-1.0,
resid_ablation_control,N/A,0.8,62.139225482940674,2309.701834862385,95.72239542007446,33.58316993713379,0.0,0.0,69.06976744186046,0.0,430,0,4.981651376146789,-1.0,
resid_ablation_grad,N/A,0.8,-11.330812454223633,2309.701834862385,20.116132736206055,31.446945190429688,0.0,0.0,41.48936170212766,0.0,376,0,24.405963302752294,-1.0,
resid_ablation,N/A,0.9,-9.271385192871094,2598.637614678899,2.7677993774414062,12.0391845703125,0.0,0.0,28.825622775800714,0.0,281,0,50.13073394495413,-1.0,
resid_ablation_control,N/A,0.9,33.37413501739502,2598.637614678899,59.79149627685547,26.41736125946045,0.0,0.0,64.25120772946859,0.0,414,0,10.963302752293577,-1.0,
resid_ablation_grad,N/A,0.9,-3.8264312744140625,2598.637614678899,8.568487167358398,12.394918441772461,0.0,0.0,42.46153846153846,0.0,325,0,39.25688073394495,-1.0,
resid_ablation,N/A,1.0,-6.822210311889648,2887.6146788990827,2.2089176177978516,9.0311279296875,0.0,0.0,30.597014925373134,0.0,268,0,53.38990825688074,-1.0,
resid_ablation_control,N/A,1.0,-6.822210311889648,2887.6146788990827,2.2089176177978516,9.0311279296875,0.0,0.0,30.597014925373134,0.0,268,0,53.38990825688074,-1.0,
resid_ablation_grad,N/A,1.0,-6.822210311889648,2887.6146788990827,2.2089176177978516,9.0311279296875,0.0,0.0,30.597014925373134,0.0,268,0,53.38990825688074,-1.0,
